PMCID,DOI,ArticleType,Received,Accepted,ReviewTime,URL of Editorial Board,EIC is author,Associate Editor is author,Editorial Board member is author,Comment (paper type),
PMC7302930,10.1055/s-0040-1712978,Journal Article / Case Report,01-May-2020 0:00:00,02-May-2020 0:00:00,1,https://www.thieme.com/edboards/AJP_Editorial_Board.PDF,0,0,0,Case report,
PMC7178815,10.1080/20008686.2020.1754538,Journal Article,06-Apr-2020 0:00:00,07-Apr-2020 0:00:00,1,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ziee20,0,1,1,Article,1 managing editor classified as EB
PMC7067204,10.1080/22221751.2020.1719902,Journal Article,16-Jan-2020 0:00:00,17-Jan-2020 0:00:00,1,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=temi20,0,1,0,Article,
PMC7241447,10.1080/22221751.2020.1760146,Journal Article / Letter,20-Apr-2020 0:00:00,21-Apr-2020 0:00:00,1,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=temi20,0,0,0,Letter,
PMC7307702,10.1089/ars.2020.8111,Journal Article / News,19-Apr-2020 0:00:00,20-Apr-2020 0:00:00,1,https://home.liebertpub.com/publications/antioxidants-and-redox-signaling/4/editorial-board,0,0,0,Article,
PMC7239220,10.1093/ckj/sfaa083,Journal Article,14-Apr-2020 0:00:00,15-Apr-2020 0:00:00,1,https://academic.oup.com/ckj/pages/Editorial_Board,0,0,0,Article,
PMC7314187,10.1093/ckj/sfaa099,Journal Article,05-May-2020 0:00:00,06-May-2020 0:00:00,1,https://academic.oup.com/ckj/pages/Editorial_Board,0,0,0,Article,
PMC7188108,10.1093/jamia/ocaa065,Journal Article,14-Apr-2020 0:00:00,15-Apr-2020 0:00:00,1,https://academic.oup.com/jamia/pages/Editorial_Board,0,0,0,Article,
PMC7188147,10.1093/jamia/ocaa067,Journal Article / Comment,14-Apr-2020 0:00:00,15-Apr-2020 0:00:00,1,https://academic.oup.com/jamia/pages/Editorial_Board,0,1,0,Perspective,
PMC7197526,10.1093/jamia/ocaa081,Journal Article,23-Apr-2020 0:00:00,24-Apr-2020 0:00:00,1,https://academic.oup.com/jamia/pages/Editorial_Board,0,0,0,Article,
PMC7239098,10.1093/jamia/ocaa091,Journal Article,28-Apr-2020 0:00:00,29-Apr-2020 0:00:00,1,https://academic.oup.com/jamia/pages/Editorial_Board,0,1,1,Article,
PMC7313984,10.1093/jamia/ocaa112,Journal Article,14-May-2020 0:00:00,15-May-2020 0:00:00,1,https://academic.oup.com/jamia/pages/Editorial_Board,0,1,0,Article,
PMC7202331,10.1093/jscr/rjaa131,Journal Article,15-Apr-2020 0:00:00,16-Apr-2020 0:00:00,1,https://academic.oup.com/jscr/pages/Editorial_Board,0,0,1,Leading Article (Invited),
PMC7107561,10.1093/jtm/taaa015,Journal Article / Editorial,30-Jan-2020 0:00:00,31-Jan-2020 0:00:00,1,https://academic.oup.com/jtm/pages/Editorial_Board,0,0,1,Editorial,
PMC7107095,10.1093/pcmedi/pbaa006,Journal Article / Review,14-Feb-2020 0:00:00,15-Feb-2020 0:00:00,1,https://academic.oup.com/pcm/pages/Editorial_Board,0,0,0,Perspective,
PMC7313816,10.1093/pcmedi/pbaa018,Journal Article,21-May-2020 0:00:00,22-May-2020 0:00:00,1,https://academic.oup.com/pcm/pages/Editorial_Board,1,0,0,Article,
PMC7188158,10.1093/pubmed/fdaa054,Journal Article,08-Apr-2020 0:00:00,09-Apr-2020 0:00:00,1,https://academic.oup.com/jpubhealth/pages/Editorial_Board,0,0,0,Article,
PMC7313796,10.1093/pubmed/fdaa068,Journal Article / Comment,03-May-2020 0:00:00,04-May-2020 0:00:00,1,https://academic.oup.com/jpubhealth/pages/Editorial_Board,0,0,0,Perspective,
PMC7313814,10.1093/pubmed/fdaa070,Journal Article,06-May-2020 0:00:00,07-May-2020 0:00:00,1,https://academic.oup.com/jpubhealth/pages/Editorial_Board,0,0,0,Article,
PMC7184349,10.1093/qjmed/hcaa089,Journal Article,04-Mar-2020 0:00:00,05-Mar-2020 0:00:00,1,https://academic.oup.com/qjmed/pages/Editorial_Board,0,0,1,Article,
PMC7262065,10.1096/fj.202000502,Journal Article,17-Mar-2020 0:00:00,18-Mar-2020 0:00:00,1,https://faseb.onlinelibrary.wiley.com/hub/journal/15306860/homepage/editorial-board,0,0,0,Article,
PMC7264803,10.1096/fj.202000782,Journal Article / Review,01-Apr-2020 0:00:00,02-Apr-2020 0:00:00,1,https://faseb.onlinelibrary.wiley.com/hub/journal/15306860/homepage/editorial-board,0,0,0,Review,
PMC7314316,10.1097/CEJ.0000000000000604,Journal Article,22-Apr-2020 0:00:00,23-Apr-2020 0:00:00,1,https://journals.lww.com/eurjcancerprev/Pages/editorialboard.aspx,0,1,0,Article,
PMC7188062,10.1097/HPC.0000000000000226,Journal Article,21-Apr-2020 0:00:00,22-Apr-2020 0:00:00,1,https://journals.lww.com/critpathcardio/Pages/editorialboard.aspx,0,0,0,Article,
PMC7227200,10.1097/IM9.0000000000000021,Journal Article,15-Apr-2020 0:00:00,16-Apr-2020 0:00:00,1,"Translation, from a Chinese journal, but original DOI is not provided",,,,Guideline Article,
PMC7227203,10.1097/IM9.0000000000000022,Journal Article,15-Apr-2020 0:00:00,16-Apr-2020 0:00:00,1,"Translation, from a Chinese journal, but original DOI is not provided",,,,Guideline Article,
PMC7153464,10.1097/JCMA.0000000000000270,Journal Article / Review,07-Feb-2020 0:00:00,08-Feb-2020 0:00:00,1,https://journals.lww.com/jcma/pages/editorialboard.aspx,0,0,0,Review,
PMC7199766,10.1097/JCMA.0000000000000323,Journal Article / Review,08-Apr-2020 0:00:00,09-Apr-2020 0:00:00,1,https://journals.lww.com/jcma/pages/editorialboard.aspx,0,0,1,Review,
PMC7273958,10.1097/MPG.0000000000002750,Journal Article,07-Apr-2020 0:00:00,08-Apr-2020 0:00:00,1,https://journals.lww.com/jpgn/Pages/editorialboard.aspx,0,0,0,Recommendation,
PMC7268855,10.1097/MPG.0000000000002798,Journal Article,15-May-2020 0:00:00,16-May-2020 0:00:00,1,https://journals.lww.com/jpgn/Pages/editorialboard.aspx,0,0,0,Articles,
PMC7217131,10.1097/SAP.0000000000002443,Journal Article,24-Apr-2020 0:00:00,25-Apr-2020 0:00:00,1,https://journals.lww.com/annalsplasticsurgery/Pages/editorialboard.aspx,0,1,2,Review,
PMC7266363,10.1097/TXD.0000000000001002,Journal Article / Review,16-Apr-2020 0:00:00,17-Apr-2020 0:00:00,1,https://journals.lww.com/transplantationdirect/Pages/editorialboard.aspx,0,0,0,Review,
PMC7262336,10.1111/1742-6723.13513,Journal Article,31-Mar-2020 0:00:00,01-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/17426723/homepage/editorialboard.html,0,0,3,Article,
PMC7272927,10.1111/1742-6723.13548,Journal Article,04-May-2020 0:00:00,05-May-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/17426723/homepage/editorialboard.html,0,0,0,Perspective,
PMC7283792,10.1111/1742-6723.13558,Journal Article,20-May-2020 0:00:00,21-May-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/17426723/homepage/editorialboard.html,0,0,3,Article,
PMC7323186,10.1111/1742-6723.13573,Journal Article,09-Jun-2020 0:00:00,10-Jun-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/17426723/homepage/editorialboard.html,0,0,4,Article,
PMC7262202,10.1111/1759-7714.13424,Journal Article,16-Mar-2020 0:00:00,17-Mar-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/17426723/homepage/editorialboard.html,0,0,0,Clinical Guideline,
PMC7264594,10.1111/acem.13994,Journal Article,19-Apr-2020 0:00:00,20-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15532712/homepage/editorialboard.html,1,0,0,Original Contribution ,
PMC7235493,10.1111/aji.13253,Journal Article,16-Apr-2020 0:00:00,17-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/16000897/homepage/editorialboard.html,0,0,0,Short Communication,
PMC7267628,10.1111/aos.14445,Journal Article,25-Mar-2020 0:00:00,26-Mar-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/17553768/homepage/EditorialBoard.html,0,0,0,Original Article,
PMC7228328,10.1111/apa.15270,Journal Article / Review,19-Mar-2020 0:00:00,20-Mar-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/16512227/homepage/editorialboard.html,0,0,0,Review Article,
PMC7272971,10.1111/cxo.13088,Journal Article,21-Apr-2020 0:00:00,22-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/14440938/homepage/editorialboard.html,0,0,0,Invited Review,
PMC7262188,10.1111/dth.13421,Journal Article,12-Apr-2020 0:00:00,13-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15298019/homepage/editorialboard.html,1,0,0,Special Issue Article,
PMC7300546,10.1111/dth.13738,Journal Article,27-May-2020 0:00:00,28-May-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15298019/homepage/editorialboard.html,0,0,0,Short Paper,
PMC7300515,10.1111/dth.13778,Journal Article,02-Jun-2020 0:00:00,03-Jun-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15298019/homepage/editorialboard.html,0,0,0,Short Paper,
PMC7228292,10.1111/echo.14662,Journal Article,29-Mar-2020 0:00:00,30-Mar-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15408175/homepage/editorialboard.html,0,1,0,Article,
PMC7264743,10.1111/ejh.13432,Journal Article / Case Report,15-Apr-2020 0:00:00,16-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/16000609/homepage/editorialboard.html,0,0,0,Case Report ,
PMC7228237,10.1111/febs.15303,Journal Article / Review,17-Mar-2020 0:00:00,18-Mar-2020 0:00:00,1,https://febs.onlinelibrary.wiley.com/hub/journal/17424658/editorial-board/editorial-board,0,0,0,Viewpoint,
PMC7228236,10.1111/irv.12739,Journal Article,12-Mar-2020 0:00:00,13-Mar-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/17502659/homepage/editorialboard.html,0,0,0,Original Article ,
PMC7262150,10.1111/jce.14479,Journal Article / Review,01-Apr-2020 0:00:00,02-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15408167/homepage/editorialboard.html,0,0,0,Review,
PMC7262273,10.1111/jce.14493,Journal Article,06-Apr-2020 0:00:00,07-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15408167/homepage/editorialboard.htmll,0,0,0,Original-Electorphysiology ,
PMC7267528,10.1111/jgs.16519,Journal Article,21-Apr-2020 0:00:00,22-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,0,0,0,Special Article,
PMC7264604,10.1111/jocs.14538,Journal Article / Review,31-Mar-2020 0:00:00,01-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15408191/homepage/editorialboard.html,0,0,0,Review Article,
PMC7267409,10.1111/jocs.14583,Journal Article,15-Apr-2020 0:00:00,16-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15408191/homepage/editorialboard.html,0,0,1,Original Article ,
PMC7262324,10.1111/jth.14830,Journal Article,03-Apr-2020 0:00:00,04-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15387836/homepage/editorialboard.html,0,0,0,Brief Report,
PMC7267613,10.1111/ner.13172,Journal Article,22-Apr-2020 0:00:00,23-Apr-2020 0:00:00,1,https://onlinelibrary.wiley.com/page/journal/15251403/homepage/editorialboard.html,1,0,0,Clinical Research,
PMC7244896,10.1128/mBio.01114-20,Journal Article,04-May-2020 0:00:00,05-May-2020 0:00:00,1,https://mbio.asm.org/content/board-editors,0,0,0,Research Article,
PMC7252974,10.1136/bmjgh-2020-002699,Journal Article,04-May-2020 0:00:00,05-May-2020 0:00:00,1,https://gh.bmj.com/pages/editorial-board/,0,0,0,Original research,
PMC7306277,10.1136/bmjmilitary-2020-001482,Journal Article,02-Apr-2020 0:00:00,03-Apr-2020 0:00:00,1,https://militaryhealth.bmj.com/pages/editorial-board/,0,0,0,Original research,
PMC7242869,10.1136/jclinpath-2020-206711,Journal Article,30-Apr-2020 0:00:00,01-May-2020 0:00:00,1,https://jcp.bmj.com/pages/editorial-board/,0,0,1,Original research,International Advisory Board
PMC7199819,10.1136/tsaco-2020-000481,Journal Article,01-Apr-2020 0:00:00,02-Apr-2020 0:00:00,1,https://tsaco.bmj.com/pages/editorial-board/,0,0,0,Opinion,
PMC7204539,10.1136/tsaco-2020-000488,Journal Article,09-Apr-2020 0:00:00,10-Apr-2020 0:00:00,1,https://tsaco.bmj.com/pages/editorial-board/,0,0,1,Opinion,
PMC7213907,10.1136/tsaco-2020-000498,Journal Article,20-Apr-2020 0:00:00,21-Apr-2020 0:00:00,1,https://tsaco.bmj.com/pages/editorial-board/,0,1,4,Article,
PMC7228662,10.1136/tsaco-2020-000505,Journal Article,30-Apr-2020 0:00:00,01-May-2020 0:00:00,1,https://tsaco.bmj.com/pages/editorial-board/,0,0,1,Report,
PMC7179549,10.1159/000507423,Journal Article / Review,22-Mar-2020 0:00:00,23-Mar-2020 0:00:00,1,https://www.karger.com/Journal/EditorialBoard/223834,0,0,0,Review,
PMC7206354,10.1159/000507690,Journal Article / Review,02-Apr-2020 0:00:00,03-Apr-2020 0:00:00,1,https://www.karger.com/Journal/EditorialBoard/223829,0,0,1,Review,
PMC7316650,10.1159/000509057,Journal Article / Review,25-May-2020 0:00:00,26-May-2020 0:00:00,1,https://www.karger.com/Journal/EditorialBoard/224161,0,0,0,Review,
PMC7266480,10.11604/pamj.supp.2020.35.2.22665,Journal Article,05-Apr-2020 0:00:00,06-Apr-2020 0:00:00,1,https://www.panafrican-med-journal.com/view/content.php?item=eboard,0,0,0,Commentary,
PMC7240317,10.1177/0194599820929640,Journal Article,04-May-2020 0:00:00,05-May-2020 0:00:00,1,https://journals.sagepub.com/editorial-board/oto,0,0,0,Article,
PMC7281887,10.1177/2473974X20933573,Journal Article,19-May-2020 0:00:00,20-May-2020 0:00:00,1,https://journals.sagepub.com/editorial-board/oto,0,0,0,Article,
PMC7281886,10.1177/2473974X20934734,Journal Article / Review,12-May-2020 0:00:00,13-May-2020 0:00:00,1,https://journals.sagepub.com/editorial-board/oto,0,0,0,Review,
PMC7236832,10.1183/13993003.01340-2020,Journal Article / Letter,22-Apr-2019 0:00:00,23-Apr-2019 0:00:00,1,https://erj.ersjournals.com/journal/editorial-board,0,1,0,Letter,1 section editor classified as an associate editor
PMC7241107,10.1183/13993003.01617-2020,Journal Article / Letter,06-May-2020 0:00:00,07-May-2020 0:00:00,1,https://erj.ersjournals.com/journal/editorial-board,0,0,0,Letter,
PMC7184112,10.1183/23120541.00142-2020,Journal Article,24-Mar-2020 0:00:00,25-Mar-2020 0:00:00,1,https://erj.ersjournals.com/journal/editorial-board,0,0,0,Article,
PMC7065369,10.1186/s12942-020-00202-8,Journal Article / Editorial,25-Feb-2020 0:00:00,26-Feb-2020 0:00:00,1,https://ij-healthgeographics.biomedcentral.com/about/editorial-board,1,0,0,Editorial,
PMC7245505,10.1186/s13063-020-04383-2,Journal Article / Letter,04-May-2020 0:00:00,05-May-2020 0:00:00,1,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Letter,
PMC7267766,10.1186/s13063-020-04436-6,Journal Article / Letter,19-May-2020 0:00:00,20-May-2020 0:00:00,1,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Letter,
PMC7267750,10.1186/s13063-020-04439-3,Journal Article / Letter,19-May-2020 0:00:00,20-May-2020 0:00:00,1,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Letter,
PMC7316577,10.1186/s13063-020-04475-z,Journal Article / Letter,29-May-2020 0:00:00,30-May-2020 0:00:00,1,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Letter,
PMC7303932,10.1186/s13063-020-04499-5,Journal Article / Letter,09-Jun-2020 0:00:00,10-Jun-2020 0:00:00,1,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Letter,
PMC7316574,10.1186/s13063-020-04501-0,Journal Article / Letter,10-Jun-2020 0:00:00,11-Jun-2020 0:00:00,1,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Letter,
PMC7003341,10.1186/s40779-020-0233-6,Journal Article,29-Jan-2020 0:00:00,30-Jan-2020 0:00:00,1,https://mmrjournal.biomedcentral.com/about/editorial-board,0,0,1,Article,
PMC7287304,10.1192/j.eurpsy.2020.60,Journal Article,13-May-2020 0:00:00,14-May-2020 0:00:00,1,https://www.cambridge.org/core/journals/european-psychiatry/information/editorial-board,0,0,0,Article,
PMC7278327,10.12659/MSM.926016,Journal Article,15-May-2020 0:00:00,16-May-2020 0:00:00,1,https://www.medscimonit.com/editorialBoard,1,1,0,Article,1 Editor Emeritus classified as AE
PMC7162568,10.12890/2020_001632,Journal Article,24-Mar-2020 0:00:00,25-Mar-2020 0:00:00,1,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Article,
PMC7213827,10.12890/2020_001652,Journal Article,09-Apr-2020 0:00:00,10-Apr-2020 0:00:00,1,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Article,
PMC7213829,10.12890/2020_001665,Journal Article,16-Apr-2020 0:00:00,17-Apr-2020 0:00:00,1,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Article,
PMC7213824,10.12890/2020_001675,Journal Article,19-Apr-2020 0:00:00,20-Apr-2020 0:00:00,1,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Case report,
PMC7213834,10.12890/2020_001690,Journal Article,26-Apr-2020 0:00:00,27-Apr-2020 0:00:00,1,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Article,
PMC7213833,10.12890/2020_001691,Journal Article,26-Apr-2020 0:00:00,27-Apr-2020 0:00:00,1,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Case report,
PMC7279901,10.12890/2020_001692,Journal Article,27-Apr-2020 0:00:00,28-Apr-2020 0:00:00,1,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Case report,
PMC7279904,10.12890/2020_001732,Journal Article,18-May-2020 0:00:00,19-May-2020 0:00:00,1,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Article,
PMC7205509,10.15171/ijoem.2020.1921,Journal Article / Review,03-Feb-2020 0:00:00,04-Feb-2020 0:00:00,1,https://www.theijoem.com/ijoem/index.php/ijoem/about/,0,0,0,Review,
PMC7199122,10.15420/ecr.2020.11,Journal Article / Review,07-Apr-2020 0:00:00,08-Apr-2020 0:00:00,1,https://www.ecrjournal.com/ecr-editorial-board,0,0,1,Article,
PMC7146059,10.15698/cst2020.04.216,Journal Article / Editorial,01-Mar-2020 0:00:00,02-Mar-2020 0:00:00,1,http://www.cell-stress.com/about-us/editorial-board/,1,0,0,Editorial,
PMC7064018,10.15698/cst2020.04.216,Journal Article / Editorial,01-Mar-2020 0:00:00,02-Mar-2020 0:00:00,1,http://www.cell-stress.com/about-us/editorial-board/,1,0,0,Editorial,same as above article
PMC7182282,10.1590/0037-8682-0167-2020,Journal Article,02-Apr-2020 0:00:00,03-Apr-2020 0:00:00,1,https://www.scielo.br/revistas/rsbmt/iedboard.htm,0,1,1,Article,1 section editor classified as AE
PMC7232955,10.1590/S1678-9946202062030,Journal Article,21-Apr-2020 0:00:00,22-Apr-2020 0:00:00,1,https://www.scielo.br/revistas/rsbmt/iedboard.htm,0,0,0,Article,
PMC7267302,10.1634/theoncologist.2020-0329,Journal Article / Letter,19-Apr-2020 0:00:00,20-Apr-2020 0:00:00,1,https://theoncologist.onlinelibrary.wiley.com/pb-assets/assets/1549490X/ONCO_v25_i4_Editorial%20Board.pdf,0,0,0,Letter,
PMC7083240,10.18332/tid/119324,Journal Article / Editorial,19-Mar-2020 0:00:00,20-Mar-2020 0:00:00,1,"http://www.tobaccoinduceddiseases.org/Editorial-Board,389.html",0,0,1,Editorial,development editor as EB
PMC7139011,10.21037/jtd.2020.02.64,Journal Article,27-Feb-2020 0:00:00,28-Feb-2020 0:00:00,1,http://jtd.amegroups.com/about/editorialTeam,2,0,1,Article,1 executive EIC added as EIC
PMC7171587,10.2196/19043,Journal Article / Editorial,01-Apr-2020 0:00:00,02-Apr-2020 0:00:00,1,https://publichealth.jmir.org/about/editorialTeam,1,0,0,Editorial,
PMC7173240,10.2196/19359,Journal Article / Editorial,14-Apr-2020 0:00:00,15-Apr-2020 0:00:00,1,https://publichealth.jmir.org/about/editorialTeam,0,0,0,Editorial,
PMC7332253,10.2196/21820,Journal Article / Editorial,25-Jun-2020 0:00:00,26-Jun-2020 0:00:00,1,https://publichealth.jmir.org/about/editorialTeam,0,0,0,Commentary,
PMC7282436,10.24911/SJP.106-1585398078,Journal Article,28-Mar-2020 0:00:00,29-Mar-2020 0:00:00,1,http://www.sudanjp.com/index.php?sec=eboard,1,0,0,Editorial,
PMC7217270,10.25259/IJMS_29_2020,Journal Article / Review,31-Mar-2020 0:00:00,01-Apr-2020 0:00:00,1,https://ijmsweb.com/editorial-board/,0,0,0,Review,
PMC7217268,10.25259/IJMS_30_2020,Journal Article,31-Mar-2020 0:00:00,01-Apr-2020 0:00:00,1,https://ijmsweb.com/editorial-board/,0,0,2,Article,Emeritus editor is author (considered as EB)
PMC7217266,10.25259/IJMS_36_2020,Journal Article,07-Apr-2020 0:00:00,08-Apr-2020 0:00:00,1,https://ijmsweb.com/editorial-board/,0,0,0,Article,
PMC6988269,10.2807/1560-7917.ES.2020.25.3.2000045,Journal Article,21-Jan-2020 0:00:00,22-Jan-2020 0:00:00,1,https://www.eurosurveillance.org/board,0,2,0,Article,
PMC7073313,10.3346/jkms.2020.35.e112,Journal Article,05-Mar-2020 0:00:00,06-Mar-2020 0:00:00,1,https://jkms.org/index.php?main=exboard,,,,Brief Communication,"No name of authors, only 6 Korean societies"
PMC7025910,10.3346/jkms.2020.35.e79,Journal Article,10-Feb-2020 0:00:00,11-Feb-2020 0:00:00,1,https://jkms.org/index.php?main=exboard,0,0,0,Article,
PMC7082662,10.3348/kjr.2020.0132,Journal Article,17-Feb-2020 0:00:00,18-Feb-2020 0:00:00,1,https://www.kjronline.org/index.php?body=EditorialBoard,0,0,1,Article,
PMC7235801,10.3390/diagnostics10040202,Journal Article / Editorial,02-Apr-2020 0:00:00,03-Apr-2020 0:00:00,1,https://www.mdpi.com/journal/diagnostics/editors,0,0,1,Editorial,
PMC7177503,10.3390/ijerph17072304,Journal Article / Editorial,26-Mar-2020 0:00:00,27-Mar-2020 0:00:00,1,https://www.mdpi.com/journal/ijerph/editors,0,1,0,Editorial,
PMC7215485,10.3390/ijerph17082932,Journal Article / Editorial,15-Apr-2020 0:00:00,16-Apr-2020 0:00:00,1,https://www.mdpi.com/journal/ijerph/editors,0,0,3,Editorial,Website editor is part of the author list
PMC7246840,10.3390/ijerph17092986,Journal Article / Editorial,22-Apr-2020 0:00:00,23-Apr-2020 0:00:00,1,https://www.mdpi.com/journal/ijerph/editors,0,0,4,Editorial,
PMC7073674,10.3390/jcm9020330,Journal Article / Editorial,22-Jan-2020 0:00:00,23-Jan-2020 0:00:00,1,https://www.mdpi.com/journal/jcm/editors,0,0,1,Editorial,
PMC7074297,10.3390/jcm9020419,Journal Article / Editorial,02-Feb-2020 0:00:00,03-Feb-2020 0:00:00,1,https://www.mdpi.com/journal/jcm/editors,0,0,1,Editorial,
PMC7141517,10.3390/jcm9030841,Journal Article / Editorial,17-Mar-2020 0:00:00,18-Mar-2020 0:00:00,1,https://www.mdpi.com/journal/jcm/editors,0,1,0,Editorial,
PMC7315394,10.34133/2020/6925296,Journal Article / Review,19-Apr-2020 0:00:00,20-Apr-2020 0:00:00,1,https://spj.sciencemag.org/journals/research/editors/,1,1,0,Review,
PMC7189073,10.3802/jgo.2020.31.e59,Journal Article / Review,01-Apr-2020 0:00:00,02-Apr-2020 0:00:00,1,https://ejgo.org/src/jgo-2020-board-web.pdf,0,0,0,Opinion,
PMC7286750,10.3802/jgo.2020.31.e68,Journal Article / Review,25-Apr-2020 0:00:00,26-Apr-2020 0:00:00,1,https://ejgo.org/src/jgo-2020-board-web.pdf,0,0,1,Special Report,
PMC7284159,10.4102/phcfm.v12i1.2499,Journal Article,29-Apr-2020 0:00:00,30-Apr-2020 0:00:00,1,https://phcfm.org/index.php/phcfm/pages/view/editorial-team,0,0,0,Short Report,
PMC7305662,10.4103/2452-2473.285016,Journal Article / Review,24-Mar-2020 0:00:00,25-Mar-2020 0:00:00,1,http://www.turkjemergmed.org/editorialboard.asp,0,1,0,Review,
PMC7213030,10.4103/aian.AIAN_295_20,Journal Article,12-Apr-2020 0:00:00,13-Apr-2020 0:00:00,1,http://www.annalsofian.org/editorialboard.asp,0,1,0,Opinion,
PMC7213033,10.4103/aian.AIAN_296_20,Journal Article,12-Apr-2020 0:00:00,13-Apr-2020 0:00:00,1,http://www.annalsofian.org/editorialboard.asp,0,0,1,Review,
PMC7285424,10.4178/epih.e2020007,Journal Article,08-Feb-2020 0:00:00,09-Feb-2020 0:00:00,1,https://www.e-epih.org/about/editorial.php,1,0,0,Article,
PMC7253099,10.4269/ajtmh.20-0262,Journal Article / Editorial,08-Apr-2020 0:00:00,09-Apr-2020 0:00:00,1,https://www.ajtmh.org/editorial-board,0,0,0,Editorial,
PMC7253115,10.4269/ajtmh.20-0323,Journal Article / Editorial,19-Apr-2020 0:00:00,20-Apr-2020 0:00:00,1,https://www.ajtmh.org/editorial-board,0,0,0,Editorial,
PMC7153362,10.6061/clinics/2020/e1894,Journal Article / Review,30-Mar-2020 0:00:00,31-Mar-2020 0:00:00,1,https://www.scielo.br/revistas/clin/iedboard.htm,0,0,0,Review,
PMC7153358,10.6061/clinics/2020/e1909,Journal Article / Review,07-Apr-2020 0:00:00,08-Apr-2020 0:00:00,1,https://www.scielo.br/revistas/clin/iedboard.htm,0,0,0,Review,
PMC7150491,10.7150/thno.45016,Journal Article,17-Feb-2020 0:00:00,18-Feb-2020 0:00:00,1,https://www.thno.org/editorial,0,0,0,Article,
PMC7164711,10.7759/cureus.7313,Journal Article,17-Mar-2020 0:00:00,18-Mar-2020 0:00:00,1,https://www.cureus.com/editorial_board,0,0,0,Case report,
PMC7198082,10.7759/cureus.7520,Journal Article / Case Report,02-Apr-2020 0:00:00,03-Apr-2020 0:00:00,1,https://www.cureus.com/editorial_board,0,0,0,Case report,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,Cells with data,393,,,,,
,,,,,Ratio,0.9974619289,,,,,
