PMCID,DOI,ArticleType,Received,Accepted,ReviewTime,URL of Editorial Board,EIC is author,Associate Editor is author,Editorial Board member is author,Comment,Type by journal,Type by me,Binary type
PMC7273817,10.1186/s13063-020-04451-7,Journal Article / Letter,24/05/2020,24/05/2020,0,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Article,Letter,Trial registration,Editorial
PMC7267751,10.1186/s13063-020-04453-5,Journal Article / Letter,24/05/2020,24/05/2020,0,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Article,Letter,Trial registration,Editorial
PMC7276972,10.1186/s13063-020-04454-4,Journal Article / Letter,24/05/2020,24/05/2020,0,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Article,Letter,Trial registration,Editorial
PMC7273823,10.1186/s13063-020-04455-3,Journal Article / Letter,24/05/2020,24/05/2020,0,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Article,Letter,Trial registration,Editorial
PMC7156545,10.1192/bjb.2020.37,Journal Article / Editorial,24/03/2020,24/03/2020,0,https://www.cambridge.org/core/journals/bjpsych-bulletin/information/editorial-board,1,0,0,Editorial,FirstView,Editorial,Editorial
PMC7162576,10.12890/2020_001641,Journal Article,01/04/2020,01/04/2020,0,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Case report,-,Case report,Article
PMC7213822,10.12890/2020_001651,Journal Article,08/04/2020,08/04/2020,0,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Case report,-,Case report,Article
PMC7213832,10.12890/2020_001672,Journal Article,17/04/2020,17/04/2020,0,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Case report,-,Case report,Article
PMC7279913,10.12890/2020_001724,Journal Article,14/05/2020,14/05/2020,0,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Case report,-,Case report,Article
PMC7279916,10.12890/2020_001725,Journal Article,14/05/2020,14/05/2020,0,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,1,0,Case report,-,Case report,Article
PMC7279902,10.12890/2020_001728,Journal Article,14/05/2020,14/05/2020,0,https://www.ejcrim.com/index.php/EJCRIM/about/editorialTeam,0,0,0,Case report,-,Case report,Article
PMC7172493,10.14309/ajg.0000000000000664,Journal Article,31/03/2020,31/03/2020,0,https://journals.lww.com/ajg/pages/editorialboard.aspx,1,0,0,Article,Article,Article,Article
PMC7069463,10.14336/AD.2020.0301,Journal Article / Editorial,01/03/2020,01/03/2020,0,http://www.aginganddisease.org/EN/column/column213.shtml,1,0,0,Editorial,Editorial,Editorial,Editorial
PMC7302729,10.14338/IJPT-20-00022.1,Journal Article,10/04/2020,10/04/2020,0,https://meridian.allenpress.com/theijpt/pages/About,0,0,0,Article,Research article,Guidelines,Editorial
PMC7277785,10.15420/ecr.2020.17,Journal Article / Review,06/05/2020,06/05/2020,0,https://www.ecrjournal.com/ecr-editorial-board,0,0,1,Article,-,Review,Editorial
PMC7310609,10.1590/S1678-9946202062043,Journal Article,12/06/2020,12/06/2020,0,https://www.scielo.br/revistas/rimtsp/iedboard.htm,0,0,0,Article,Original article,Meta-analysis,Article
PMC7264596,10.1634/theoncologist.2020-0313,Journal Article / Editorial,16/04/2020,16/04/2020,0,https://theoncologist.onlinelibrary.wiley.com/pb-assets/assets/1549490X/ONCO_v25_i4_Editorial%20Board.pdf,1,0,0,Editorial,Editorial,Editorial,Editorial
PMC7101061,10.2196/18848,Journal Article / Editorial,23/03/2020,23/03/2020,0,https://mental.jmir.org/about/editorialTeam,1,0,1,Editorial,Editorial,Editorial,Editorial
PMC7296600,10.22038/abjs.2020.47834.2362,Journal Article / Review,13/04/2020,13/04/2020,0,http://abjs.mums.ac.ir/data/abjs/news/Journal%20Information2.pdf,0,0,1,Review,CURRENT CONCEPTS REVIEW,Perspectives,Editorial
PMC7282429,10.24911/SJP.106-1587809750,Journal Article,25/04/2020,25/04/2020,0,http://www.sudanjp.com/index.php?sec=eboard,1,0,0,Article,HISTORICAL PERISPECTIVES,Perspectives,Editorial
PMC7217269,10.25259/IJMS_25_2020,Journal Article / Review,28/03/2020,28/03/2020,0,https://ijmsweb.com/editorial-board/,0,0,0,Review,Review article,Review,Editorial
PMC7217267,10.25259/IJMS_37_2020,Journal Article,08/04/2020,08/04/2020,0,https://ijmsweb.com/editorial-board/,0,0,0,Article,Original article,Article,Article
PMC7280924,10.31616/asj.2019.0183,Journal Article / Review,21/04/2020,21/04/2020,0,https://www.asianspinejournal.org/about/editorial.php,0,0,0,Review,Review article,Commentary,Editorial
PMC7113464,10.31616/asj.2020.0122,Journal Article / Review,24/03/2020,24/03/2020,0,https://www.asianspinejournal.org/about/editorial.php,0,0,0,Review,Review article,Guidelines,Editorial
PMC7280921,10.31616/asj.2020.0197,Journal Article,28/04/2020,28/04/2020,0,https://www.asianspinejournal.org/about/editorial.php,0,0,0,Article,Clinical study,Article,Article
PMC7280919,10.31616/asj.2020.0224,Journal Article / Review,07/05/2020,07/05/2020,0,https://www.asianspinejournal.org/about/editorial.php,0,0,1,Review,Review article,Guidelines,Editorial
PMC7073724,10.3390/jcm9020488,Journal Article / Editorial,10/02/2020,10/02/2020,0,https://www.mdpi.com/journal/jcm/editors,0,0,1,Article,Editorial,Editorial,Editorial
PMC7141332,10.3390/jcm9030657,Journal Article / Editorial,25/02/2020,25/02/2020,0,https://www.mdpi.com/journal/jcm/editors,0,0,1,Article,Editorial,Article,Article
PMC7287662,10.3390/jcm9051269,Journal Article / Editorial,23/04/2020,23/04/2020,0,https://www.mdpi.com/journal/jcm/editors,0,0,1,Review,Editorial,Review,Editorial
PMC7077218,10.3390/v12020130,Journal Article / Editorial,22/01/2020,22/01/2020,0,https://www.mdpi.com/journal/viruses/editors,0,1,0,Editorial,Editorial,Editorial,Editorial
PMC7270632,10.4081/hpr.2020.9124,Journal Article,20/05/2020,20/05/2020,0,https://www.pagepressjournals.org/index.php/hpr/board,1,0,0,Article,Article,Article,Article
PMC7097833,10.4081/idr.2020.8543,Journal Article,16/03/2020,16/03/2020,0,https://www.pagepress.org/journals/index.php/idr/board,1,0,0,Article,Expert opinion,Guideline,Editorial
PMC7213028,10.4103/0972-2327.282442,Journal Article,07/04/2020,07/04/2020,0,http://www.annalsofian.org/editorialboard.asp,0,0,1,Article,Viewpoint,Viewpoint,Editorial
PMC7213027,10.4103/aian.AIAN_302_20,Journal Article,14/04/2020,14/04/2020,0,http://www.annalsofian.org/editorialboard.asp,0,0,1,Article,Viewpoint,Viewpoint,Editorial
PMC7213035,10.4103/aian.AIAN_309_20,Journal Article,15/04/2020,15/04/2020,0,http://www.annalsofian.org/editorialboard.asp,0,0,0,Review,AIAN Review,Review,Editorial
PMC7297426,10.4103/ijpvm.IJPVM_236_20,Journal Article,02/05/2020,02/05/2020,0,http://www.ijpvmjournal.net/editorialboard.asp,0,0,1,Review,Original article,Review,Editorial
PMC7315918,10.4103/JOC.JOC_44_20,Journal Article / Review,08/04/2020,08/04/2020,0,http://www.jcytol.org/aboutus.asp,1,0,7,Review,Review article,Guidelines,Editorial
PMC7253101,10.4269/ajtmh.20-0260,Journal Article / Editorial,07/04/2020,07/04/2020,0,http://www.ajtmh.org/editorial-board,0,0,0,Editorial,Editorial,Editorial,Editorial
PMC7253093,10.4269/ajtmh.20-0285,Journal Article / Editorial,13/04/2020,13/04/2020,0,http://www.ajtmh.org/editorial-board,0,0,0,Editorial,Editorial,Editorial,Editorial
PMC7253117,10.4269/ajtmh.20-0325,Journal Article / Editorial,20/04/2020,20/04/2020,0,http://www.ajtmh.org/editorial-board,0,0,0,Editorial,Editorial,Editorial,Editorial
PMC7218761,10.5334/gh.778,Journal Article,05/03/2020,05/03/2020,0,https://globalheartjournal.com/about/editorialteam/,1,0,0,Brief report,Brief report,Review,Editorial
PMC7234717,10.5811/westjem.2020.4.47549,Journal Article / Comment,03/04/2020,03/04/2020,0,http://westjem.com/editors-editorial-board,0,0,1,Commentary,Expert Commentary,Commentary,Editorial
PMC7234719,10.5811/westjem.2020.4.47553,Journal Article / Comment,03/04/2020,03/04/2020,0,http://westjem.com/editors-editorial-board,0,0,1,Commentary,Expert Commentary,Commentary,Editorial
PMC7233687,10.6061/clinics/2020/e1980,Journal Article / Review,05/05/2020,05/05/2020,0,https://www.clinicsjournal.com/editorial-board/,1,0,0,Review,Review article,Review,Editorial
PMC7096178,10.7554/eLife.57162,Journal Article / Editorial,23/03/2020,23/03/2020,0,https://elifesciences.org/about/people,1,3,0,Editorial,Editorial,Editorial,Editorial
PMC7170649,10.7554/eLife.57892,Journal Article,16/04/2020,16/04/2020,0,https://elifesciences.org/about/people,0,0,0,Point of view,Feature article,Commentary,Editorial
PMC7253171,10.7554/eLife.59147,Journal Article,20/05/2020,20/05/2020,0,https://elifesciences.org/about/people,0,0,0,Commentary,Feature article,Commentary,Editorial
PMC7326514,10.9745/GHSP-D-20-00189,Journal Article,19/05/2020,19/05/2020,0,https://www.ghspjournal.org/content/editorial-team,0,0,0,Viewpoint,Viewpoint,Viewpoint,Editorial
